acc,ref_acc,date,year,Nₛᵧₘ,Nₐₚₒₛᵧₘ,Nₐₚₒₛᵧₘ⁻¹,Nₐ₊₋,Oₛᵧₘ,Oₐₚₒₛᵧₘ,Oₐₚₒₛᵧₘ⁻¹,Oₐ₊₋,pₛᵧₘ,pₐₚₒₛᵧₘ,pₐₚₒₛᵧₘ⁻¹,pₐ₊₋
KJ642616,MT903337,1968-01-01,1968,96608.0,2985,7920,10905,134,7,15,22,0.0013870486916197416,0.0023450586264656616,0.001893939393939394,0.004238998020405055
KJ642617,MT903337,1971-01-01,1971,103030.0,3196,8476,11672,18,0,6,6,0.00017470639619528294,0.0,0.0007078810759792355,0.0007078810759792355
KP849470,MT903337,1971-01-01,1971,93364.0,2872,7643,10515,132,8,14,22,0.001413821173043143,0.002785515320334262,0.0018317414627763966,0.004617256783110658
NC_003310,MT903337,1996-01-01,1996,96597.0,2974,7921,10895,361,27,27,54,0.003737176102777519,0.009078681909885675,0.00340866052266128,0.012487342432546955
JX878428,MT903337,2007-01-01,2007,95871.0,2952,7856,10808,339,24,26,50,0.003536001502018337,0.008130081300813009,0.003309572301425662,0.011439653602238671
JX878410,MT903337,2007-01-01,2007,91136.0,2799,7461,10260,313,23,24,47,0.0034344276685393258,0.008217220435869954,0.003216726980297547,0.011433947416167501
MK783028,MT903337,2017-01-01,2017,103028.0,3196,8476,11672,2,0,1,1,1.9412198625616337e-5,0.0,0.00011798017932987259,0.00011798017932987259
MK783030,MT903337,2017-01-01,2017,103028.0,3196,8476,11672,6,4,1,5,5.823659587684901e-5,0.0012515644555694619,0.00011798017932987259,0.0013695446348993344
MK783032,MT903337,2017-01-01,2017,103028.0,3196,8476,11672,2,0,1,1,1.9412198625616337e-5,0.0,0.00011798017932987259,0.00011798017932987259
MK783031,MT903337,2017-01-01,2017,103028.0,3196,8476,11672,3,1,1,2,2.9118297938424506e-5,0.00031289111389236547,0.00011798017932987259,0.00043087129322223804
MK783029,MT903337,2017-01-01,2017,103028.0,3196,8476,11672,3,0,1,1,2.9118297938424506e-5,0.0,0.00011798017932987259,0.00011798017932987259
MT903337,MT903337,2018-01-01,2018,103028.0,3196,8476,11672,0,0,0,0,0.0,0.0,0.0,0.0
MT903340,MT903337,2018-01-01,2018,103028.0,3196,8476,11672,5,3,1,4,4.853049656404084e-5,0.0009386733416770963,0.00011798017932987259,0.001056653521006969
