acc,ref_acc,date,year,Nₛᵧₘ,Nₐₚₒₛᵧₘ,Nₐₚₒₛᵧₘ⁻¹,Nₐ₊₋,Oₛᵧₘ,Oₐₚₒₛᵧₘ,Oₐₚₒₛᵧₘ⁻¹,Oₐ₊₋,pₛᵧₘ,pₐₚₒₛᵧₘ,pₐₚₒₛᵧₘ⁻¹,pₐ₊₋
KJ642617.1,MT903337.1,1971-01-01,1971,106212.0,3300,8753,12053,18,0,6,6,0.00016947237600271157,0.0,0.0006854792642522564,0.0006854792642522564
KP849470.1,MT903337.1,1971-01-01,1971,105869.0,3290,8727,12017,146,8,19,27,0.0013790628040313974,0.0024316109422492403,0.0021771513693136244,0.004608762311562865
JX878428.1,MT903337.1,2007-06-01,2007,105462.0,3286,8689,11975,368,27,30,57,0.0034894085073296542,0.008216676810712111,0.0034526412705719878,0.011669318081284099
MK783028.1,MT903337.1,2017-11-01,2017,106210.0,3300,8753,12053,2,0,1,1,1.8830618585820544e-5,0.0,0.00011424654404204273,0.00011424654404204273
MK783030.1,MT903337.1,2017-11-01,2017,106210.0,3300,8753,12053,6,4,1,5,5.649185575746163e-5,0.0012121212121212121,0.00011424654404204273,0.0013263677561632548
MK783032.1,MT903337.1,2017-11-01,2017,106210.0,3300,8753,12053,2,0,1,1,1.8830618585820544e-5,0.0,0.00011424654404204273,0.00011424654404204273
MK783031.1,MT903337.1,2017-11-01,2017,106210.0,3300,8753,12053,3,1,1,2,2.8245927878730815e-5,0.00030303030303030303,0.00011424654404204273,0.00041727684707234576
MK783029.1,MT903337.1,2017-12-01,2017,106210.0,3300,8753,12053,3,0,1,1,2.8245927878730815e-5,0.0,0.00011424654404204273,0.00011424654404204273
MT903337.1,MT903337.1,2020-09-01,2020,106210.0,3300,8753,12053,0,0,0,0,0.0,0.0,0.0,0.0
MT903340.1,MT903337.1,2020-09-01,2020,106210.0,3300,8753,12053,5,3,1,4,4.707654646455136e-5,0.0009090909090909091,0.00011424654404204273,0.0010233374531329518
MN648051.1,MT903337.1,2018-10-01,2018,106210.0,3300,8753,12053,7,4,1,5,6.59071650503719e-5,0.0012121212121212121,0.00011424654404204273,0.0013263677561632548
MT903343.1,MT903337.1,2020-09-01,2020,106210.0,3300,8753,12053,6,4,1,5,5.649185575746163e-5,0.0012121212121212121,0.00011424654404204273,0.0013263677561632548
MT903342.1,MT903337.1,2020-09-01,2020,106210.0,3300,8753,12053,7,5,1,6,6.59071650503719e-5,0.0015151515151515152,0.00011424654404204273,0.0016293980591935578
OP257247,MT903337.1,2022-08-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON563414.3,MT903337.1,2022-05-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
OP257243,MT903337.1,2022-08-01,2022,106210.0,3300,8753,12053,28,24,1,25,0.0002636286602014876,0.007272727272727273,0.00011424654404204273,0.007386973816769315
OP123044,MT903337.1,2022-07-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
OP123045,MT903337.1,2022-07-01,2022,106210.0,3300,8753,12053,27,23,1,24,0.00025421335090857736,0.0069696969696969695,0.00011424654404204273,0.007083943513739012
OP123041,MT903337.1,2022-07-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
OP123040,MT903337.1,2022-07-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
OP225968,MT903337.1,2022-06-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON649713.1,MT903337.1,2022-05-01,2022,105014.0,3259,8667,11926,27,23,1,24,0.0002571085759993906,0.007057379564283523,0.00011538017768547363,0.0071727597419689966
ON843176,MT903337.1,2022-06-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON843174,MT903337.1,2022-05-01,2022,106210.0,3300,8753,12053,27,22,1,23,0.00025421335090857736,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON843173,MT903337.1,2022-05-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON843172,MT903337.1,2022-05-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON694329.1,MT903337.1,2022-05-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON813267,MT903337.1,2022-06-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON813266,MT903337.1,2022-06-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON813261,MT903337.1,2022-06-01,2022,106210.0,3300,8753,12053,28,24,1,25,0.0002636286602014876,0.007272727272727273,0.00011424654404204273,0.007386973816769315
ON813255,MT903337.1,2022-06-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
ON813251,MT903337.1,2022-06-01,2022,105712.0,3292,8715,12007,26,22,1,23,0.0002459512638111094,0.006682867557715674,0.00011474469305794607,0.00679761225077362
OP215267,MT903337.1,2022-08-01,2022,106210.0,3300,8753,12053,26,22,1,23,0.0002447980416156671,0.006666666666666667,0.00011424654404204273,0.0067809132107087096
MT903344,MT903337.1,2020-09-01,2020,106210.0,3300,8753,12053,8,6,1,7,7.532247434328218e-5,0.0018181818181818182,0.00011424654404204273,0.0019324283622238609
MT903345,MT903337.1,2020-09-01,2020,106210.0,3300,8753,12053,8,6,1,7,7.532247434328218e-5,0.0018181818181818182,0.00011424654404204273,0.0019324283622238609
MT903342,MT903337.1,2020-09-01,2020,106210.0,3300,8753,12053,7,5,1,6,6.59071650503719e-5,0.0015151515151515152,0.00011424654404204273,0.0016293980591935578
MT903341,MT903337.1,2020-09-01,2020,98123.0,3051,8196,11247,5,4,1,5,5.0956452615594714e-5,0.0013110455588331695,0.00012201073694485115,0.0014330562957780206
ON676708,MT903337.1,2021-11-01,2021,106210.0,3300,8753,12053,24,20,1,21,0.00022596742302984652,0.006060606060606061,0.00011424654404204273,0.006174852604648103
OP498046,MT903337.1,1988-01-01,1988,105627.0,3289,8702,11991,375,29,30,59,0.003550228634724076,0.008817269686834904,0.0034474833371638705,0.012264753023998775
NC_003310,MT903337.1,1996-01-01,1996,105629.0,3289,8702,11991,390,28,31,59,0.0036921678705658482,0.008513225904530252,0.003562399448402666,0.012075625352932919
NC_063383,MT903337.1,2018-08-01,2018,106210.0,3300,8753,12053,5,3,1,4,4.707654646455136e-5,0.0009090909090909091,0.00011424654404204273,0.0010233374531329518
KJ642616,MT903337.1,1968-01-01,1968,105869.0,3290,8727,12017,143,7,17,24,0.0013507258970992453,0.002127659574468085,0.0019479775409648218,0.004075637115432907
JX878410,MT903337.1,2006-11-01,2006,105462.0,3286,8689,11975,361,27,29,56,0.00342303388898371,0.008216676810712111,0.003337553228219588,0.011554230038931699
