acc,ref_acc,date,year,Nₛᵧₘ,Nₐₚₒₛᵧₘ,Nₐₚₒₛᵧₘ⁻¹,Nₐ₊₋,Oₛᵧₘ,Oₐₚₒₛᵧₘ,Oₐₚₒₛᵧₘ⁻¹,Oₐ₊₋,pₛᵧₘ,pₐₚₒₛᵧₘ,pₐₚₒₛᵧₘ⁻¹,pₐ₊₋
KJ642616,ON675438,1968-01-01,1968,44781.0,1352,3524,4876,65,5,9,14,0.001451508452245372,0.0036982248520710057,0.002553916004540295,0.006252140856611301
KJ642617,ON675438,1971-01-01,1971,48874.0,1488,3860,5348,15,1,6,7,0.0003069116503662479,0.0006720430107526882,0.0015544041450777201,0.0022264471558304084
KP849470,ON675438,1971-01-01,1971,41236.0,1220,3233,4453,57,6,9,15,0.0013822873217576874,0.004918032786885246,0.0027837921435199505,0.007701824930405197
NC_003310,ON675438,1996-01-01,1996,44540.0,1336,3482,4818,169,12,13,25,0.003794342164346655,0.008982035928143712,0.003733486502010339,0.012715522430154051
JX878428,ON675438,2007-01-01,2007,44317.0,1335,3449,4784,160,11,12,23,0.003610352686328046,0.008239700374531835,0.0034792693534357786,0.011718969727967614
JX878410,ON675438,2007-01-01,2007,41861.0,1257,3251,4508,149,10,11,21,0.0035593989632354698,0.007955449482895784,0.003383574284835435,0.011339023767731219
MK783028,ON675438,2017-01-01,2017,48876.0,1488,3860,5348,6,1,5,6,0.00012275963663147557,0.0006720430107526882,0.0012953367875647669,0.001967379798317455
MK783030,ON675438,2017-01-01,2017,48876.0,1488,3860,5348,9,4,5,9,0.00018413945494721336,0.002688172043010753,0.0012953367875647669,0.00398350883057552
MK783032,ON675438,2017-01-01,2017,48876.0,1488,3860,5348,6,1,5,6,0.00012275963663147557,0.0006720430107526882,0.0012953367875647669,0.001967379798317455
MK783031,ON675438,2017-01-01,2017,48876.0,1488,3860,5348,6,1,5,6,0.00012275963663147557,0.0006720430107526882,0.0012953367875647669,0.001967379798317455
MK783029,ON675438,2017-01-01,2017,48876.0,1488,3860,5348,6,1,5,6,0.00012275963663147557,0.0006720430107526882,0.0012953367875647669,0.001967379798317455
MT903337,ON675438,2018-01-01,2018,48886.0,1488,3861,5349,7,1,5,6,0.0001431902794256024,0.0006720430107526882,0.001295001295001295,0.001967044305753983
MT903340,ON675438,2018-01-01,2018,48986.0,1492,3872,5364,8,3,5,8,0.0001633119666843588,0.0020107238605898124,0.0012913223140495868,0.003302046174639399
MN648051,ON675438,2018-01-01,2018,48757.0,1483,3845,5328,6,1,4,5,0.00012305925303033411,0.0006743088334457181,0.0010403120936280884,0.0017146209270738066
MT903343,ON675438,2018-01-01,2018,48986.0,1492,3872,5364,5,1,4,5,0.00010206997917772424,0.0006702412868632708,0.0010330578512396695,0.0017032991381029402
MT903344,ON675438,2018-01-01,2018,48986.0,1492,3872,5364,6,2,4,6,0.0001224839750132691,0.0013404825737265416,0.0010330578512396695,0.002373540424966211
MT903345,ON675438,2018-01-01,2018,48986.0,1492,3872,5364,6,2,4,6,0.0001224839750132691,0.0013404825737265416,0.0010330578512396695,0.002373540424966211
NC_063383,ON675438,2018-01-01,2018,48986.0,1492,3872,5364,8,3,5,8,0.0001633119666843588,0.0020107238605898124,0.0012913223140495868,0.003302046174639399
MT903342,ON675438,2019-01-01,2019,48978.0,1492,3872,5364,5,1,4,5,0.00010208665114949569,0.0006702412868632708,0.0010330578512396695,0.0017032991381029402
ON676707,ON675438,2021-01-01,2021,48978.0,1492,3872,5364,13,8,5,13,0.0002654252929886888,0.005361930294906166,0.0012913223140495868,0.006653252608955753
ON676708,ON675438,2021-01-01,2021,48986.0,1492,3872,5364,14,9,4,13,0.0002857959416976279,0.006032171581769437,0.0010330578512396695,0.007065229433009106
OP257247,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,16,10,4,14,0.0003266239333687176,0.006702412868632708,0.0010330578512396695,0.007735470719872377
ON563414,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,16,10,4,14,0.0003266239333687176,0.006702412868632708,0.0010330578512396695,0.007735470719872377
ON674051,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,9,3,5,8,0.00018372596251990366,0.0020107238605898124,0.0012913223140495868,0.003302046174639399
ON675438,ON675438,2022-01-01,2022,49516.0,1507,3915,5422,0,0,0,0,0.0,0.0,0.0,0.0
ON803417,ON675438,2022-01-01,2022,48984.0,1492,3872,5364,16,10,4,14,0.00032663726931242854,0.006702412868632708,0.0010330578512396695,0.007735470719872377
ON803417,ON675438,2022-01-01,2022,48984.0,1492,3872,5364,16,10,4,14,0.00032663726931242854,0.006702412868632708,0.0010330578512396695,0.007735470719872377
OP062235,ON675438,2022-01-01,2022,42616.0,1345,3309,4654,17,11,4,15,0.00039891120705838184,0.008178438661710037,0.0012088244182532487,0.009387263079963286
OP257243,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,17,11,4,15,0.00034703792920426243,0.007372654155495978,0.0010330578512396695,0.008405712006735648
OP123044,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,16,10,4,14,0.0003266239333687176,0.006702412868632708,0.0010330578512396695,0.007735470719872377
OP123045,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,17,11,4,15,0.00034703792920426243,0.007372654155495978,0.0010330578512396695,0.008405712006735648
OP123041,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,16,10,4,14,0.0003266239333687176,0.006702412868632708,0.0010330578512396695,0.007735470719872377
OP123040,ON675438,2022-01-01,2022,48986.0,1492,3872,5364,16,10,4,14,0.0003266239333687176,0.006702412868632708,0.0010330578512396695,0.007735470719872377
