acc,ref_acc,date,year,Nₛᵧₘ,Nₐₚₒₛᵧₘ,Nₐₚₒₛᵧₘ⁻¹,Nₐ₊₋,Oₛᵧₘ,Oₐₚₒₛᵧₘ,Oₐₚₒₛᵧₘ⁻¹,Oₐ₊₋,pₛᵧₘ,pₐₚₒₛᵧₘ,pₐₚₒₛᵧₘ⁻¹,pₐ₊₋
KJ642617.1,MK783030.1,1971-01-01,1971,52196.0,1635,4088,5723,14,0,6,6,0.0002682197869568549,0.0,0.0014677103718199608,0.0014677103718199608
KP849470.1,MK783030.1,1971-01-01,1971,52057.0,1633,4078,5711,77,5,13,18,0.0014791478571565785,0.003061849357011635,0.0031878371750858263,0.006249686532097461
JX878428.1,MK783030.1,2007-06-01,2007,52057.0,1633,4078,5711,175,13,11,24,0.00336169967535586,0.007960808328230252,0.002697400686611084,0.010658209014841335
MK783028.1,MK783030.1,2017-11-01,2017,52196.0,1635,4088,5723,4,0,4,4,7.66342248448157e-5,0.0,0.0009784735812133072,0.0009784735812133072
MK783030.1,MK783030.1,2017-11-01,2017,52196.0,1635,4088,5723,0,0,0,0,0.0,0.0,0.0,0.0
MK783032.1,MK783030.1,2017-11-01,2017,52196.0,1635,4088,5723,4,0,4,4,7.66342248448157e-5,0.0,0.0009784735812133072,0.0009784735812133072
MK783031.1,MK783030.1,2017-11-01,2017,52196.0,1635,4088,5723,4,0,4,4,7.66342248448157e-5,0.0,0.0009784735812133072,0.0009784735812133072
MK783029.1,MK783030.1,2017-12-01,2017,52196.0,1635,4088,5723,4,0,4,4,7.66342248448157e-5,0.0,0.0009784735812133072,0.0009784735812133072
MT903337.1,MK783030.1,2020-09-01,2020,52196.0,1635,4088,5723,5,0,4,4,9.579278105601962e-5,0.0,0.0009784735812133072,0.0009784735812133072
MT903340.1,MK783030.1,2020-09-01,2020,52196.0,1635,4088,5723,6,2,4,6,0.00011495133726722354,0.0012232415902140672,0.0009784735812133072,0.0022017151714273744
MN648051.1,MK783030.1,2018-10-01,2018,52196.0,1635,4088,5723,6,1,4,5,0.00011495133726722354,0.0006116207951070336,0.0009784735812133072,0.0015900943763203408
MT903343.1,MK783030.1,2020-09-01,2020,52196.0,1635,4088,5723,5,1,4,5,9.579278105601962e-5,0.0006116207951070336,0.0009784735812133072,0.0015900943763203408
MT903342.1,MK783030.1,2020-09-01,2020,52196.0,1635,4088,5723,5,1,4,5,9.579278105601962e-5,0.0006116207951070336,0.0009784735812133072,0.0015900943763203408
OP257247,MK783030.1,2022-08-01,2022,52196.0,1635,4088,5723,18,12,4,16,0.0003448540118016706,0.007339449541284404,0.0009784735812133072,0.008317923122497711
ON563414.3,MK783030.1,2022-05-01,2022,52196.0,1635,4088,5723,18,12,4,16,0.0003448540118016706,0.007339449541284404,0.0009784735812133072,0.008317923122497711
OP257243,MK783030.1,2022-08-01,2022,52196.0,1635,4088,5723,19,13,4,17,0.00036401256801287457,0.007951070336391437,0.0009784735812133072,0.008929543917604744
OP123044,MK783030.1,2022-07-01,2022,52196.0,1635,4088,5723,18,12,4,16,0.0003448540118016706,0.007339449541284404,0.0009784735812133072,0.008317923122497711
OP123045,MK783030.1,2022-07-01,2022,52196.0,1635,4088,5723,19,13,4,17,0.00036401256801287457,0.007951070336391437,0.0009784735812133072,0.008929543917604744
OP123041,MK783030.1,2022-07-01,2022,52196.0,1635,4088,5723,18,12,4,16,0.0003448540118016706,0.007339449541284404,0.0009784735812133072,0.008317923122497711
OP123040,MK783030.1,2022-07-01,2022,52196.0,1635,4088,5723,18,12,4,16,0.0003448540118016706,0.007339449541284404,0.0009784735812133072,0.008317923122497711
OP225968,MK783030.1,2022-06-01,2022,52196.0,1635,4088,5723,18,12,4,16,0.0003448540118016706,0.007339449541284404,0.0009784735812133072,0.008317923122497711
