acc,ref_acc,date,year,Nₛᵧₘ,Nₐₚₒₛᵧₘ,Nₐₚₒₛᵧₘ⁻¹,Nₐ₊₋,Oₛᵧₘ,Oₐₚₒₛᵧₘ,Oₐₚₒₛᵧₘ⁻¹,Oₐ₊₋,pₛᵧₘ,pₐₚₒₛᵧₘ,pₐₚₒₛᵧₘ⁻¹,pₐ₊₋
KJ642616,OP257247,1968-01-01,1968,96007.0,2962,7903,10865,154,7,34,41,0.0016040497047090316,0.002363268062120189,0.004302163735290396,0.006665431797410585
KJ642617,OP257247,1971-01-01,1971,103059.0,3183,8494,11677,40,0,27,27,0.000388127189279927,0.0,0.0031787143866258537,0.0031787143866258537
KP849470,OP257247,1971-01-01,1971,92763.0,2849,7626,10475,152,8,33,41,0.0016385843493634316,0.002808002808002808,0.004327301337529505,0.007135304145532312
NC_003310,OP257247,1996-01-01,1996,96631.0,2964,7937,10901,377,27,42,69,0.0039014394966418644,0.009109311740890687,0.0052916719163411865,0.014400983657231874
JX878428,OP257247,2007-01-01,2007,95901.0,2942,7872,10814,355,24,41,65,0.003701734079936601,0.008157715839564922,0.005208333333333333,0.013366049172898256
JX878410,OP257247,2007-01-01,2007,90835.0,2781,7461,10242,327,22,39,61,0.0035999339461661255,0.007910823444804028,0.005227181342983514,0.013138004787787542
MK783028,OP257247,2017-01-01,2017,103057.0,3183,8494,11677,24,0,22,22,0.00023288083293711246,0.0,0.0025900635742877325,0.0025900635742877325
MK783030,OP257247,2017-01-01,2017,103057.0,3183,8494,11677,28,4,22,26,0.0002716943050932979,0.0012566760917373547,0.0025900635742877325,0.003846739666025087
MK783032,OP257247,2017-01-01,2017,103057.0,3183,8494,11677,24,0,22,22,0.00023288083293711246,0.0,0.0025900635742877325,0.0025900635742877325
MK783031,OP257247,2017-01-01,2017,103057.0,3183,8494,11677,25,1,22,23,0.00024258420097615882,0.00031416902293433867,0.0025900635742877325,0.002904232597222071
MK783029,OP257247,2017-01-01,2017,103057.0,3183,8494,11677,25,0,22,22,0.00024258420097615882,0.0,0.0025900635742877325,0.0025900635742877325
MT903337,OP257247,2018-01-01,2018,103062.0,3183,8494,11677,26,1,22,23,0.00025227532941336285,0.00031416902293433867,0.0025900635742877325,0.002904232597222071
MT903340,OP257247,2018-01-01,2018,103062.0,3184,8494,11678,27,3,22,25,0.0002619782266984922,0.0009422110552763819,0.0025900635742877325,0.0035322746295641146
MN648051,OP257247,2018-01-01,2018,103021.0,3182,8490,11672,21,0,18,18,0.00020384193513943758,0.0,0.0021201413427561835,0.0021201413427561835
MT903343,OP257247,2018-01-01,2018,103062.0,3184,8494,11678,20,0,18,18,0.0001940579457025868,0.0,0.0021191429244172355,0.0021191429244172355
MT903344,OP257247,2018-01-01,2018,103062.0,3184,8494,11678,18,0,16,16,0.0001746521511323281,0.0,0.0018836825994819873,0.0018836825994819873
MT903345,OP257247,2018-01-01,2018,103062.0,3184,8494,11678,18,0,16,16,0.0001746521511323281,0.0,0.0018836825994819873,0.0018836825994819873
NC_063383,OP257247,2018-01-01,2018,103062.0,3184,8494,11678,27,3,22,25,0.0002619782266984922,0.0009422110552763819,0.0025900635742877325,0.0035322746295641146
MT903342,OP257247,2019-01-01,2019,103062.0,3184,8494,11678,21,1,18,19,0.00020376084298771613,0.000314070351758794,0.0021191429244172355,0.0024332132761760296
ON676708,OP257247,2021-01-01,2021,103062.0,3184,8494,11678,6,1,3,4,5.821738371077604e-5,0.000314070351758794,0.0003531904874028726,0.0006672608391616666
OP257247,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,0,0,0,0,0.0,0.0,0.0,0.0
ON563414,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,0,0,0,0,0.0,0.0,0.0,0.0
OP257243,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,2,2,0,2,1.940579457025868e-5,0.000628140703517588,0.0,0.000628140703517588
OP123044,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,0,0,0,0,0.0,0.0,0.0,0.0
OP123045,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,1,1,0,1,9.70289728512934e-6,0.000314070351758794,0.0,0.000314070351758794
OP123041,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,0,0,0,0,0.0,0.0,0.0,0.0
OP123040,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,0,0,0,0,0.0,0.0,0.0,0.0
OP225968,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,0,0,0,0,0.0,0.0,0.0,0.0
ON649713,OP257247,2022-01-01,2022,98886.0,3043,8178,11221,1,1,0,1,1.0112654976437514e-5,0.00032862306933946765,0.0,0.00032862306933946765
ON843176,OP257247,2022-01-01,2022,103062.0,3184,8494,11678,0,0,0,0,0.0,0.0,0.0,0.0
