acc,ref_acc,date,year,Nₛᵧₘ,Nₐₚₒₛᵧₘ,Nₐₚₒₛᵧₘ⁻¹,Nₐ₊₋,Oₛᵧₘ,Oₐₚₒₛᵧₘ,Oₐₚₒₛᵧₘ⁻¹,Oₐ₊₋,pₛᵧₘ,pₐₚₒₛᵧₘ,pₐₚₒₛᵧₘ⁻¹,pₐ₊₋
KJ642617.1,KJ642615,1971-01-01,1971,104159.0,3232,8590,11822,65,8,3,11,0.0006240459297804318,0.0024752475247524753,0.0003492433061699651,0.0028244908309224405
KP849470.1,KJ642615,1971-01-01,1971,104161.0,3232,8591,11823,104,6,6,12,0.0009984543159147858,0.0018564356435643563,0.0006984053078803399,0.002554840951444696
JX878428.1,KJ642615,2007-06-01,2007,103966.0,3229,8575,11804,353,29,26,55,0.003395340784487236,0.00898110870238464,0.003032069970845481,0.01201317867323012
MK783028.1,KJ642615,2017-11-01,2017,104159.0,3232,8590,11822,72,12,3,15,0.0006912508760644784,0.0037128712871287127,0.0003492433061699651,0.004062114593298678
MK783030.1,KJ642615,2017-11-01,2017,104159.0,3232,8590,11822,76,16,3,19,0.0007296537025125049,0.0049504950495049506,0.0003492433061699651,0.005299738355674916
MK783032.1,KJ642615,2017-11-01,2017,104159.0,3232,8590,11822,72,12,3,15,0.0006912508760644784,0.0037128712871287127,0.0003492433061699651,0.004062114593298678
MK783031.1,KJ642615,2017-11-01,2017,104159.0,3232,8590,11822,73,13,3,16,0.000700851582676485,0.004022277227722772,0.0003492433061699651,0.004371520533892738
MK783029.1,KJ642615,2017-12-01,2017,104159.0,3232,8590,11822,73,12,3,15,0.000700851582676485,0.0037128712871287127,0.0003492433061699651,0.004062114593298678
MT903337.1,KJ642615,2020-09-01,2020,104159.0,3232,8590,11822,74,13,3,16,0.0007104522892884916,0.004022277227722772,0.0003492433061699651,0.004371520533892738
MT903340.1,KJ642615,2020-09-01,2020,104159.0,3232,8590,11822,75,15,3,18,0.0007200529959004982,0.004641089108910891,0.0003492433061699651,0.004990332415080856
MN648051.1,KJ642615,2018-10-01,2018,104159.0,3232,8590,11822,78,16,3,19,0.0007488551157365182,0.0049504950495049506,0.0003492433061699651,0.005299738355674916
MT903343.1,KJ642615,2020-09-01,2020,103371.0,3213,8503,11716,76,16,3,19,0.0007352158729237407,0.004979769685652039,0.0003528166529460191,0.005332586338598058
MT903342.1,KJ642615,2020-09-01,2020,104159.0,3232,8590,11822,78,17,3,20,0.0007488551157365182,0.00525990099009901,0.0003492433061699651,0.0056091442962689754
OP257247,KJ642615,2022-08-01,2022,104159.0,3232,8590,11822,96,34,3,37,0.0009216678347526378,0.01051980198019802,0.0003492433061699651,0.010869045286367986
