acc,ref_acc,date,year,Nₛᵧₘ,Nₐₚₒₛᵧₘ,Nₐₚₒₛᵧₘ⁻¹,Nₐ₊₋,Oₛᵧₘ,Oₐₚₒₛᵧₘ,Oₐₚₒₛᵧₘ⁻¹,Oₐ₊₋,pₛᵧₘ,pₐₚₒₛᵧₘ,pₐₚₒₛᵧₘ⁻¹,pₐ₊₋
KJ642617.1,MK783028.1,1971-01-01,1971,52204.0,1639,4084,5723,10,0,2,2,0.00019155620258983985,0.0,0.0004897159647404506,0.0004897159647404506
KP849470.1,MK783028.1,1971-01-01,1971,52065.0,1637,4074,5711,73,5,9,14,0.0014020935369249976,0.0030543677458766036,0.0022091310751104565,0.00526349882098706
JX878428.1,MK783028.1,2007-06-01,2007,52065.0,1637,4074,5711,173,13,9,22,0.0033227696149044465,0.00794135613927917,0.0022091310751104565,0.010150487214389627
MK783028.1,MK783028.1,2017-11-01,2017,52204.0,1639,4084,5723,0,0,0,0,0.0,0.0,0.0,0.0
MK783030.1,MK783028.1,2017-11-01,2017,52204.0,1639,4084,5723,4,4,0,4,7.662248103593594e-5,0.0024405125076266015,0.0,0.0024405125076266015
MK783032.1,MK783028.1,2017-11-01,2017,52204.0,1639,4084,5723,0,0,0,0,0.0,0.0,0.0,0.0
MK783031.1,MK783028.1,2017-11-01,2017,52204.0,1639,4084,5723,0,0,0,0,0.0,0.0,0.0,0.0
MK783029.1,MK783028.1,2017-12-01,2017,52204.0,1639,4084,5723,0,0,0,0,0.0,0.0,0.0,0.0
MT903337.1,MK783028.1,2020-09-01,2020,52204.0,1639,4084,5723,1,0,0,0,1.9155620258983984e-5,0.0,0.0,0.0
MT903340.1,MK783028.1,2020-09-01,2020,52204.0,1639,4084,5723,2,2,0,2,3.831124051796797e-5,0.0012202562538133007,0.0,0.0012202562538133007
MN648051.1,MK783028.1,2018-10-01,2018,52204.0,1639,4084,5723,2,1,0,1,3.831124051796797e-5,0.0006101281269066504,0.0,0.0006101281269066504
MT903343.1,MK783028.1,2020-09-01,2020,52204.0,1639,4084,5723,1,1,0,1,1.9155620258983984e-5,0.0006101281269066504,0.0,0.0006101281269066504
MT903342.1,MK783028.1,2020-09-01,2020,52204.0,1639,4084,5723,1,1,0,1,1.9155620258983984e-5,0.0006101281269066504,0.0,0.0006101281269066504
OP257247,MK783028.1,2022-08-01,2022,52204.0,1639,4084,5723,14,12,0,12,0.0002681786836257758,0.007321537522879805,0.0,0.007321537522879805
ON563414.3,MK783028.1,2022-05-01,2022,52204.0,1639,4084,5723,14,12,0,12,0.0002681786836257758,0.007321537522879805,0.0,0.007321537522879805
OP257243,MK783028.1,2022-08-01,2022,52204.0,1639,4084,5723,15,13,0,13,0.0002873343038847598,0.007931665649786455,0.0,0.007931665649786455
OP123044,MK783028.1,2022-07-01,2022,52204.0,1639,4084,5723,14,12,0,12,0.0002681786836257758,0.007321537522879805,0.0,0.007321537522879805
OP123045,MK783028.1,2022-07-01,2022,52204.0,1639,4084,5723,15,13,0,13,0.0002873343038847598,0.007931665649786455,0.0,0.007931665649786455
OP123041,MK783028.1,2022-07-01,2022,52204.0,1639,4084,5723,14,12,0,12,0.0002681786836257758,0.007321537522879805,0.0,0.007321537522879805
OP123040,MK783028.1,2022-07-01,2022,52204.0,1639,4084,5723,14,12,0,12,0.0002681786836257758,0.007321537522879805,0.0,0.007321537522879805
